0.00.550.402 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.550.408 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.550.411 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.550.412 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.550.413 W model has unused tensor blk.64.attn_v.weight (size = 3604480 bytes) -- ignoring
0.00.550.417 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.550.418 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.550.420 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.550.422 W model has unused tensor blk.64.ffn_gate.weight (size = 61276160 bytes) -- ignoring
0.00.550.423 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.550.424 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.550.426 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 36044800 bytes) -- ignoring
0.00.550.428 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.550.429 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.550.432 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.02.940.557 I 
0.02.940.632 I system_info: n_threads = 16 (n_threads_batch = 16) / 32 | CUDA : ARCHS = 1200 | USE_GRAPHS = 1 | BLACKWELL_NATIVE_FP4 = 1 | CPU : SSE3 = 1 | SSSE3 = 1 | AVX = 1 | AVX_VNNI = 1 | AVX2 = 1 | F16C = 1 | FMA = 1 | BMI2 = 1 | AVX512 = 1 | AVX512_VBMI = 1 | AVX512_VNNI = 1 | AVX512_BF16 = 1 | LLAMAFILE = 1 | OPENMP = 1 | REPACK = 1 | 
0.02.944.849 I hellaswag_score : loaded 10042 tasks from prompt.
0.02.944.852 I ================================= is_spm = 0
0.02.944.853 I hellaswag_score : selecting 10042 randomized tasks.
0.05.630.252 I hellaswag_score : calculating hellaswag score over selected tasks.

task	acc_norm	95% confidence interval
4299	82.55408234%	[81.3907%, 83.6593%]
4300	82.53488372%	[81.3712%, 83.6405%]
4301	82.53894443%	[81.3755%, 83.6443%]
4302	82.51975825%	[81.3560%, 83.6255%]
4303	82.50058099%	[81.3364%, 83.6067%]
4304	82.50464684%	[81.3408%, 83.6106%]
4305	82.50871080%	[81.3451%, 83.6144%]
4306	82.51277288%	[81.3494%, 83.6182%]
4307	82.51683306%	[81.3537%, 83.6221%]
4308	82.49767874%	[81.3342%, 83.6033%]
4309	82.50174054%	[81.3385%, 83.6071%]
4310	82.50580046%	[81.3428%, 83.6109%]
4311	82.50985850%	[81.3471%, 83.6148%]
4312	82.51391466%	[81.3514%, 83.6186%]
4313	82.49478321%	[81.3319%, 83.5998%]
4314	82.49884098%	[81.3362%, 83.6037%]
4315	82.50289687%	[81.3405%, 83.6075%]
4316	82.50695088%	[81.3448%, 83.6113%]
4317	82.51100301%	[81.3491%, 83.6151%]
4318	82.51505327%	[81.3534%, 83.6190%]
4319	82.51910164%	[81.3576%, 83.6228%]
4320	82.52314815%	[81.3619%, 83.6266%]
4321	82.52719278%	[81.3662%, 83.6304%]
4322	82.53123554%	[81.3705%, 83.6342%]
4323	82.51214434%	[81.3511%, 83.6155%]
4324	82.51618871%	[81.3553%, 83.6193%]
4325	82.52023121%	[81.3596%, 83.6231%]
4326	82.52427184%	[81.3639%, 83.6269%]
4327	82.50519991%	[81.3445%, 83.6082%]
4328	82.50924214%	[81.3488%, 83.6121%]
4329	82.49018249%	[81.3294%, 83.5934%]
4330	82.47113164%	[81.3100%, 83.5747%]
4331	82.47517894%	[81.3143%, 83.5785%]
4332	82.47922438%	[81.3186%, 83.5823%]
4333	82.48326794%	[81.3228%, 83.5861%]
4334	82.48730964%	[81.3271%, 83.5900%]
4335	82.49134948%	[81.3314%, 83.5938%]
4336	82.49538745%	[81.3357%, 83.5976%]
4337	82.47636615%	[81.3163%, 83.5789%]
4338	82.48040572%	[81.3206%, 83.5827%]
4339	82.46139664%	[81.3013%, 83.5641%]
4340	82.46543779%	[81.3055%, 83.5679%]
4341	82.46947708%	[81.3098%, 83.5717%]
4342	82.47351451%	[81.3141%, 83.5755%]
4343	82.47755008%	[81.3184%, 83.5793%]
4344	82.48158379%	[81.3226%, 83.5831%]
4345	82.46260069%	[81.3033%, 83.5645%]
4346	82.46663599%	[81.3076%, 83.5683%]
4347	82.44766506%	[81.2883%, 83.5497%]
4348	82.45170193%	[81.2926%, 83.5536%]
4349	82.43274316%	[81.2733%, 83.5350%]
4350	82.41379310%	[81.2540%, 83.5164%]
4351	82.41783498%	[81.2583%, 83.5202%]
4352	82.42187500%	[81.2626%, 83.5240%]
4353	82.42591316%	[81.2668%, 83.5278%]
4354	82.42994947%	[81.2711%, 83.5316%]
4355	82.43398393%	[81.2754%, 83.5354%]
4356	82.43801653%	[81.2796%, 83.5392%]
4357	82.44204728%	[81.2839%, 83.5430%]
4358	82.44607618%	[81.2882%, 83.5468%]
4359	82.45010323%	[81.2924%, 83.5506%]
4360	82.45412844%	[81.2967%, 83.5544%]
4361	82.45815180%	[81.3009%, 83.5582%]
4362	82.43924805%	[81.2817%, 83.5397%]
4363	82.44327298%	[81.2860%, 83.5435%]
4364	82.44729606%	[81.2902%, 83.5473%]
4365	82.42840779%	[81.2710%, 83.5288%]
4366	82.43243243%	[81.2753%, 83.5326%]
4367	82.43645523%	[81.2795%, 83.5364%]
4368	82.44047619%	[81.2838%, 83.5402%]
4369	82.44449531%	[81.2880%, 83.5440%]
4370	82.42562929%	[81.2688%, 83.5255%]
4371	82.40677191%	[81.2497%, 83.5070%]
4372	82.38792315%	[81.2305%, 83.4885%]
4373	82.36908301%	[81.2113%, 83.4700%]
4374	82.37311385%	[81.2156%, 83.4738%]
4375	82.37714286%	[81.2199%, 83.4776%]
4376	82.38117002%	[81.2241%, 83.4814%]
4377	82.38519534%	[81.2284%, 83.4852%]
4378	82.38921882%	[81.2326%, 83.4890%]
4379	82.37040420%	[81.2135%, 83.4706%]
4380	82.37442922%	[81.2178%, 83.4744%]
4381	82.37845241%	[81.2220%, 83.4782%]
4382	82.38247376%	[81.2263%, 83.4820%]
4383	82.38649327%	[81.2305%, 83.4857%]
4384	82.39051095%	[81.2348%, 83.4895%]
4385	82.39452680%	[81.2390%, 83.4933%]
4386	82.37574099%	[81.2199%, 83.4749%]
4387	82.37975838%	[81.2242%, 83.4787%]
4388	82.38377393%	[81.2284%, 83.4825%]
4389	82.36500342%	[81.2093%, 83.4641%]
4390	82.36902050%	[81.2136%, 83.4679%]
4391	82.35026190%	[81.1945%, 83.4495%]
4392	82.33151184%	[81.1754%, 83.4311%]
4393	82.33553380%	[81.1797%, 83.4349%]
4394	82.33955394%	[81.1839%, 83.4387%]
4395	82.34357224%	[81.1882%, 83.4425%]
4396	82.34758872%	[81.1924%, 83.4463%]
4397	82.35160337%	[81.1967%, 83.4501%]
4398	82.35561619%	[81.2009%, 83.4538%]
4399	82.35962719%	[81.2052%, 83.4576%]
4400	82.36363636%	[81.2094%, 83.4614%]
4401	82.36764372%	[81.2136%, 83.4652%]
4402	82.37164925%	[81.2179%, 83.4690%]
4403	82.37565296%	[81.2221%, 83.4728%]
4404	82.37965486%	[81.2263%, 83.4765%]
4405	82.38365494%	[81.2306%, 83.4803%]
4406	82.38765320%	[81.2348%, 83.4841%]
4407	82.39164965%	[81.2390%, 83.4879%]
4408	82.39564428%	[81.2433%, 83.4916%]
4409	82.39963711%	[81.2475%, 83.4954%]
4410	82.38095238%	[81.2285%, 83.4771%]
4411	82.38494672%	[81.2327%, 83.4808%]
4412	82.38893926%	[81.2369%, 83.4846%]
4413	82.39292998%	[81.2411%, 83.4884%]
4414	82.37426371%	[81.2222%, 83.4701%]
4415	82.37825595%	[81.2264%, 83.4738%]
4416	82.38224638%	[81.2306%, 83.4776%]
4417	82.38623500%	[81.2348%, 83.4814%]
4418	82.39022182%	[81.2390%, 83.4851%]
4419	82.39420683%	[81.2433%, 83.4889%]
4420	82.39819005%	[81.2475%, 83.4926%]
4421	82.40217145%	[81.2517%, 83.4964%]
4422	82.38353686%	[81.2327%, 83.4781%]
4423	82.38751978%	[81.2369%, 83.4819%]
4424	82.39150090%	[81.2411%, 83.4857%]
4425	82.37288136%	[81.2222%, 83.4674%]
4426	82.35427022%	[81.2033%, 83.4491%]
4427	82.35825616%	[81.2075%, 83.4529%]
4428	82.36224029%	[81.2117%, 83.4567%]
4429	82.36622262%	[81.2159%, 83.4604%]
4430	82.37020316%	[81.2201%, 83.4642%]
4431	82.37418190%	[81.2243%, 83.4679%]
4432	82.37815884%	[81.2285%, 83.4717%]
4433	82.35957591%	[81.2096%, 83.4535%]
4434	82.36355435%	[81.2139%, 83.4572%]
4435	82.36753100%	[81.2181%, 83.4610%]
4436	82.34896303%	[81.1992%, 83.4428%]
4437	82.35294118%	[81.2034%, 83.4465%]
4438	82.35691753%	[81.2076%, 83.4503%]
4439	82.36089209%	[81.2118%, 83.4540%]
4440	82.36486486%	[81.2160%, 83.4578%]
4441	82.36883585%	[81.2202%, 83.4615%]
4442	82.37280504%	[81.2244%, 83.4653%]
4443	82.37677245%	[81.2286%, 83.4690%]
4444	82.38073807%	[81.2328%, 83.4728%]
4445	82.38470191%	[81.2370%, 83.4765%]
4446	82.38866397%	[81.2412%, 83.4802%]
4447	82.39262424%	[81.2453%, 83.4840%]
4448	82.39658273%	[81.2495%, 83.4877%]
4449	82.40053945%	[81.2537%, 83.4915%]
4450	82.40449438%	[81.2579%, 83.4952%]
4451	82.40844754%	[81.2621%, 83.4989%]
4452	82.38993711%	[81.2433%, 83.4808%]
4453	82.39389176%	[81.2474%, 83.4845%]
4454	82.39784463%	[81.2516%, 83.4882%]
4455	82.40179574%	[81.2558%, 83.4920%]
4456	82.40574506%	[81.2600%, 83.4957%]
4457	82.40969262%	[81.2641%, 83.4994%]
4458	82.41363840%	[81.2683%, 83.5031%]
4459	82.39515586%	[81.2495%, 83.4850%]
4460	82.39910314%	[81.2537%, 83.4887%]
4461	82.40304864%	[81.2579%, 83.4925%]
4462	82.40699238%	[81.2620%, 83.4962%]
4463	82.41093435%	[81.2662%, 83.4999%]
4464	82.41487455%	[81.2704%, 83.5036%]
4465	82.41881299%	[81.2745%, 83.5074%]
4466	82.42274966%	[81.2787%, 83.5111%]
4467	82.42668458%	[81.2829%, 83.5148%]
4468	82.43061773%	[81.2870%, 83.5185%]
4469	82.43454912%	[81.2912%, 83.5222%]
4470	82.43847875%	[81.2953%, 83.5259%]
4471	82.44240662%	[81.2995%, 83.5296%]
4472	82.42397138%	[81.2807%, 83.5115%]
4473	82.42790074%	[81.2849%, 83.5153%]
4474	82.43182834%	[81.2890%, 83.5190%]
4475	82.43575419%	[81.2932%, 83.5227%]
4476	82.41733691%	[81.2745%, 83.5046%]
4477	82.42126424%	[81.2786%, 83.5083%]
4478	82.42518982%	[81.2828%, 83.5120%]
4479	82.42911364%	[81.2869%, 83.5157%]
4480	82.43303571%	[81.2911%, 83.5194%]
4481	82.43695604%	[81.2952%, 83.5231%]
4482	82.44087461%	[81.2994%, 83.5268%]
4483	82.44479143%	[81.3035%, 83.5305%]
4484	82.44870651%	[81.3076%, 83.5342%]
4485	82.45261984%	[81.3118%, 83.5379%]
4486	82.43423986%	[81.2931%, 83.5199%]
4487	82.43815467%	[81.2972%, 83.5236%]
4488	82.44206774%	[81.3014%, 83.5273%]
4489	82.44597906%	[81.3055%, 83.5310%]
4490	82.44988864%	[81.3096%, 83.5347%]
4491	82.45379648%	[81.3138%, 83.5384%]
4492	82.43544078%	[81.2951%, 83.5204%]
4493	82.43935010%	[81.2992%, 83.5241%]
4494	82.44325768%	[81.3034%, 83.5277%]
4495	82.44716352%	[81.3075%, 83.5314%]
4496	82.45106762%	[81.3116%, 83.5351%]
4497	82.45496998%	[81.3157%, 83.5388%]
4498	82.45887061%	[81.3199%, 83.5425%]
4499	82.46276950%	[81.3240%, 83.5462%]
4500	82.46666667%	[81.3281%, 83.5498%]
4501	82.47056210%	[81.3322%, 83.5535%]
4502	82.47445580%	[81.3363%, 83.5572%]
4503	82.47834777%	[81.3405%, 83.5609%]
4504	82.48223801%	[81.3446%, 83.5645%]
4505	82.48612653%	[81.3487%, 83.5682%]
4506	82.46782068%	[81.3301%, 83.5503%]
4507	82.47171067%	[81.3342%, 83.5539%]
4508	82.45341615%	[81.3156%, 83.5360%]
4509	82.45730761%	[81.3197%, 83.5397%]
4510	82.43902439%	[81.3011%, 83.5217%]
4511	82.44291731%	[81.3052%, 83.5254%]
4512	82.44680851%	[81.3093%, 83.5291%]
4513	82.45069798%	[81.3134%, 83.5328%]
4514	82.45458573%	[81.3175%, 83.5364%]
4515	82.43632337%	[81.2990%, 83.5185%]
4516	82.44021258%	[81.3031%, 83.5222%]
4517	82.44410007%	[81.3072%, 83.5259%]
4518	82.44798583%	[81.3113%, 83.5295%]
4519	82.45186988%	[81.3154%, 83.5332%]
4520	82.45575221%	[81.3195%, 83.5369%]
4521	82.45963282%	[81.3236%, 83.5405%]
4522	82.46351172%	[81.3277%, 83.5442%]
4523	82.46738890%	[81.3318%, 83.5479%]
4524	82.47126437%	[81.3359%, 83.5515%]
4525	82.47513812%	[81.3400%, 83.5552%]
4526	82.47901016%	[81.3441%, 83.5588%]
4527	82.46079081%	[81.3256%, 83.5410%]
4528	82.46466431%	[81.3297%, 83.5446%]
4529	82.46853610%	[81.3338%, 83.5483%]
4530	82.47240618%	[81.3378%, 83.5519%]
4531	82.45420437%	[81.3193%, 83.5341%]
4532	82.45807590%	[81.3234%, 83.5377%]
4533	82.43988529%	[81.3049%, 83.5199%]
4534	82.42170269%	[81.2864%, 83.5021%]
4535	82.42557883%	[81.2905%, 83.5057%]
4536	82.42945326%	[81.2946%, 83.5094%]
4537	82.43332599%	[81.2987%, 83.5130%]
4538	82.41516086%	[81.2803%, 83.4952%]
4539	82.41903503%	[81.2844%, 83.4989%]
4540	82.42290749%	[81.2884%, 83.5025%]
4541	82.42677824%	[81.2925%, 83.5062%]
4542	82.43064729%	[81.2966%, 83.5099%]
4543	82.43451464%	[81.3007%, 83.5135%]
4544	82.43838028%	[81.3048%, 83.5172%]
4545	82.44224422%	[81.3089%, 83.5208%]
4546	82.44610647%	[81.3130%, 83.5245%]
4547	82.42797449%	[81.2945%, 83.5067%]
4548	82.43183817%	[81.2986%, 83.5103%]
4549	82.43570015%	[81.3027%, 83.5140%]
4550	82.43956044%	[81.3068%, 83.5176%]
4551	82.42144584%	[81.2884%, 83.4998%]
4552	82.40333919%	[81.2699%, 83.4821%]
4553	82.40720404%	[81.2740%, 83.4857%]
4554	82.41106719%	[81.2781%, 83.4894%]
4555	82.41492865%	[81.2822%, 83.4930%]
4556	82.39683933%	[81.2638%, 83.4753%]
4557	82.40070222%	[81.2679%, 83.4789%]
4558	82.40456341%	[81.2720%, 83.4826%]
4559	82.40842290%	[81.2760%, 83.4862%]
4560	82.39035088%	[81.2577%, 83.4685%]
4561	82.39421180%	[81.2617%, 83.4722%]
4562	82.39807102%	[81.2658%, 83.4758%]
4563	82.40192856%	[81.2699%, 83.4794%]
4564	82.38387379%	[81.2515%, 83.4617%]
4565	82.38773275%	[81.2556%, 83.4654%]
4566	82.39159001%	[81.2597%, 83.4690%]
4567	82.39544559%	[81.2638%, 83.4727%]
4568	82.37740806%	[81.2454%, 83.4550%]
4569	82.38126505%	[81.2495%, 83.4586%]
4570	82.36323851%	[81.2312%, 83.4409%]
4571	82.36709692%	[81.2353%, 83.4446%]
4572	82.34908136%	[81.2169%, 83.4269%]
4573	82.35294118%	[81.2210%, 83.4306%]
4574	82.35679930%	[81.2251%, 83.4342%]
4575	82.36065574%	[81.2292%, 83.4378%]
4576	82.36451049%	[81.2332%, 83.4415%]
4577	82.34651518%	[81.2149%, 83.4238%]
4578	82.35037134%	[81.2190%, 83.4275%]
4579	82.35422581%	[81.2231%, 83.4311%]
4580	82.35807860%	[81.2272%, 83.4348%]
4581	82.34010041%	[81.2089%, 83.4171%]
4582	82.34395460%	[81.2130%, 83.4208%]
4583	82.34780711%	[81.2170%, 83.4244%]
4584	82.35165794%	[81.2211%, 83.4280%]
4585	82.35550709%	[81.2252%, 83.4317%]
4586	82.33754906%	[81.2069%, 83.4141%]
4587	82.34139961%	[81.2110%, 83.4177%]
4588	82.34524847%	[81.2150%, 83.4213%]
4589	82.34909566%	[81.2191%, 83.4250%]
4590	82.35294118%	[81.2232%, 83.4286%]
4591	82.35678501%	[81.2272%, 83.4322%]
4592	82.36062718%	[81.2313%, 83.4359%]
4593	82.36446767%	[81.2353%, 83.4395%]
4594	82.36830649%	[81.2394%, 83.4431%]
4595	82.37214363%	[81.2435%, 83.4468%]
4596	82.37597911%	[81.2475%, 83.4504%]
4597	82.37981292%	[81.2516%, 83.4540%]
4598	82.38364506%	[81.2556%, 83.4576%]
4599	82.38747554%	[81.2596%, 83.4612%]
4600	82.39130435%	[81.2637%, 83.4649%]
4601	82.39513149%	[81.2677%, 83.4685%]
4602	82.39895698%	[81.2718%, 83.4721%]
4603	82.40278080%	[81.2758%, 83.4757%]
4604	82.40660295%	[81.2799%, 83.4793%]
4605	82.41042345%	[81.2839%, 83.4829%]
4606	82.41424229%	[81.2879%, 83.4865%]
4607	82.41805947%	[81.2920%, 83.4901%]
4608	82.42187500%	[81.2960%, 83.4937%]
4609	82.42568887%	[81.3000%, 83.4974%]
4610	82.42950108%	[81.3040%, 83.5010%]
4611	82.43331165%	[81.3081%, 83.5046%]
4612	82.43712056%	[81.3121%, 83.5082%]
4613	82.44092781%	[81.3161%, 83.5118%]
4614	82.44473342%	[81.3201%, 83.5153%]
4615	82.44853738%	[81.3242%, 83.5189%]
4616	82.45233969%	[81.3282%, 83.5225%]
4617	82.45614035%	[81.3322%, 83.5261%]
4618	82.43828497%	[81.3140%, 83.5086%]
4619	82.44208703%	[81.3181%, 83.5122%]
4620	82.44588745%	[81.3221%, 83.5158%]
4621	82.44968622%	[81.3261%, 83.5194%]
4622	82.45348334%	[81.3301%, 83.5230%]
4623	82.45727882%	[81.3341%, 83.5266%]
4624	82.46107266%	[81.3381%, 83.5301%]
4625	82.46486486%	[81.3421%, 83.5337%]
4626	82.46865543%	[81.3461%, 83.5373%]
4627	82.47244435%	[81.3501%, 83.5409%]
4628	82.47623163%	[81.3541%, 83.5445%]
4629	82.48001728%	[81.3581%, 83.5480%]
4630	82.46220302%	[81.3400%, 83.5306%]
4631	82.46599007%	[81.3440%, 83.5341%]
4632	82.46977547%	[81.3480%, 83.5377%]
4633	82.47355925%	[81.3520%, 83.5413%]
4634	82.47734139%	[81.3560%, 83.5449%]
4635	82.48112190%	[81.3600%, 83.5484%]
4636	82.48490078%	[81.3640%, 83.5520%]
4637	82.48867802%	[81.3680%, 83.5556%]
4638	82.49245364%	[81.3720%, 83.5592%]
4639	82.49622764%	[81.3760%, 83.5627%]
4640	82.50000000%	[81.3799%, 83.5663%]
4641	82.50377074%	[81.3839%, 83.5698%]
4642	82.50753985%	[81.3879%, 83.5734%]
4643	82.51130734%	[81.3919%, 83.5770%]
4644	82.51507321%	[81.3959%, 83.5805%]
4645	82.51883746%	[81.3998%, 83.5841%]
4646	82.50107619%	[81.3818%, 83.5667%]
4647	82.50484183%	[81.3858%, 83.5702%]
4648	82.50860585%	[81.3897%, 83.5738%]
4649	82.51236825%	[81.3937%, 83.5773%]
4650	82.51612903%	[81.3977%, 83.5809%]
4651	82.49838744%	[81.3797%, 83.5635%]
4652	82.50214961%	[81.3836%, 83.5670%]
4653	82.50591017%	[81.3876%, 83.5706%]
4654	82.50966910%	[81.3916%, 83.5741%]
4655	82.51342642%	[81.3955%, 83.5777%]
4656	82.51718213%	[81.3995%, 83.5812%]
4657	82.52093623%	[81.4035%, 83.5848%]
4658	82.52468871%	[81.4074%, 83.5883%]
4659	82.52843958%	[81.4114%, 83.5919%]
4660	82.53218884%	[81.4154%, 83.5954%]
4661	82.53593649%	[81.4193%, 83.5990%]
4662	82.53968254%	[81.4233%, 83.6025%]
4663	82.54342698%	[81.4272%, 83.6060%]
4664	82.54716981%	[81.4312%, 83.6096%]
4665	82.55091104%	[81.4351%, 83.6131%]
4666	82.55465066%	[81.4391%, 83.6166%]
4667	82.53696165%	[81.4211%, 83.5993%]
4668	82.54070266%	[81.4251%, 83.6028%]
4669	82.54444206%	[81.4290%, 83.6064%]
4670	82.54817987%	[81.4330%, 83.6099%]
4671	82.55191608%	[81.4369%, 83.6134%]
4672	82.55565068%	[81.4409%, 83.6170%]
4673	82.55938369%	[81.4448%, 83.6205%]
4674	82.56311510%	[81.4487%, 83.6240%]
4675	82.56684492%	[81.4527%, 83.6275%]
4676	82.57057314%	[81.4566%, 83.6311%]
4677	82.57429976%	[81.4606%, 83.6346%]
4678	82.55664814%	[81.4426%, 83.6173%]
4679	82.56037615%	[81.4465%, 83.6208%]
4680	82.56410256%	[81.4505%, 83.6243%]
4681	82.56782739%	[81.4544%, 83.6278%]
4682	82.55019223%	[81.4365%, 83.6105%]
4683	82.55391843%	[81.4404%, 83.6141%]
4684	82.55764304%	[81.4444%, 83.6176%]
4685	82.56136606%	[81.4483%, 83.6211%]
4686	82.56508749%	[81.4522%, 83.6246%]
4687	82.56880734%	[81.4561%, 83.6281%]
4688	82.57252560%	[81.4601%, 83.6316%]
4689	82.55491576%	[81.4422%, 83.6144%]
4690	82.53731343%	[81.4243%, 83.5971%]
4691	82.54103603%	[81.4282%, 83.6006%]
4692	82.54475703%	[81.4321%, 83.6041%]
4693	82.54847645%	[81.4361%, 83.6076%]
4694	82.55219429%	[81.4400%, 83.6112%]
4695	82.55591054%	[81.4439%, 83.6147%]
4696	82.55962521%	[81.4478%, 83.6182%]
4697	82.56333830%	[81.4518%, 83.6217%]
4698	82.54576415%	[81.4339%, 83.6045%]
4699	82.52819749%	[81.4160%, 83.5872%]
4700	82.53191489%	[81.4200%, 83.5907%]
4701	82.53563072%	[81.4239%, 83.5942%]
4702	82.53934496%	[81.4278%, 83.5978%]
4703	82.54305762%	[81.4317%, 83.6013%]
4704	82.52551020%	[81.4139%, 83.5841%]
4705	82.50797024%	[81.3961%, 83.5668%]
4706	82.51168721%	[81.4000%, 83.5704%]
4707	82.49415764%	[81.3822%, 83.5532%]
4708	82.49787596%	[81.3861%, 83.5567%]
4709	82.50159269%	[81.3900%, 83.5602%]
4710	82.50530786%	[81.3939%, 83.5637%]
4711	82.50902144%	[81.3979%, 83.5672%]
4712	82.51273345%	[81.4018%, 83.5707%]
4713	82.51644388%	[81.4057%, 83.5742%]
4714	82.49893933%	[81.3879%, 83.5571%]
4715	82.50265111%	[81.3918%, 83.5606%]
4716	82.50636132%	[81.3957%, 83.5641%]
4717	82.51006996%	[81.3997%, 83.5676%]
4718	82.51377702%	[81.4036%, 83.5711%]
4719	82.51748252%	[81.4075%, 83.5746%]
4720	82.52118644%	[81.4114%, 83.5781%]
4721	82.52488879%	[81.4153%, 83.5816%]
4722	82.50741211%	[81.3975%, 83.5644%]
4723	82.51111582%	[81.4014%, 83.5679%]
4724	82.51481795%	[81.4054%, 83.5714%]
4725	82.51851852%	[81.4093%, 83.5749%]
4726	82.52221752%	[81.4132%, 83.5784%]
4727	82.52591496%	[81.4171%, 83.5819%]
4728	82.52961083%	[81.4210%, 83.5854%]
4729	82.53330514%	[81.4249%, 83.5889%]
4730	82.53699789%	[81.4288%, 83.5924%]
4731	82.54068907%	[81.4327%, 83.5959%]
4732	82.54437870%	[81.4366%, 83.5994%]
4733	82.54806677%	[81.4405%, 83.6029%]
4734	82.53062949%	[81.4227%, 83.5858%]
4735	82.53431890%	[81.4266%, 83.5893%]
4736	82.53800676%	[81.4305%, 83.5927%]
4737	82.54169305%	[81.4344%, 83.5962%]
4738	82.52427184%	[81.4167%, 83.5791%]
4739	82.52795949%	[81.4206%, 83.5826%]
4740	82.53164557%	[81.4245%, 83.5861%]
4741	82.51423750%	[81.4068%, 83.5690%]
4742	82.49683678%	[81.3891%, 83.5520%]
4743	82.50052709%	[81.3930%, 83.5554%]
4744	82.50421585%	[81.3969%, 83.5589%]
4745	82.50790306%	[81.4008%, 83.5624%]
4746	82.51158871%	[81.4047%, 83.5659%]
4747	82.51527280%	[81.4086%, 83.5694%]
4748	82.49789385%	[81.3909%, 83.5523%]
4749	82.50157928%	[81.3948%, 83.5558%]
4750	82.50526316%	[81.3987%, 83.5593%]
4751	82.50894549%	[81.4026%, 83.5628%]
4752	82.49158249%	[81.3849%, 83.5458%]
4753	82.49526615%	[81.3888%, 83.5492%]
4754	82.49894825%	[81.3927%, 83.5527%]
4755	82.50262881%	[81.3966%, 83.5562%]
4756	82.50630782%	[81.4005%, 83.5597%]
4757	82.50998528%	[81.4044%, 83.5632%]
4758	82.51366120%	[81.4082%, 83.5666%]
4759	82.51733557%	[81.4121%, 83.5701%]
4760	82.52100840%	[81.4160%, 83.5736%]
4761	82.52467969%	[81.4199%, 83.5770%]
4762	82.52834943%	[81.4237%, 83.5805%]
4763	82.53201764%	[81.4276%, 83.5840%]
4764	82.53568430%	[81.4315%, 83.5875%]
4765	82.53934942%	[81.4354%, 83.5909%]
4766	82.54301301%	[81.4392%, 83.5944%]
4767	82.54667506%	[81.4431%, 83.5978%]
4768	82.55033557%	[81.4470%, 83.6013%]
4769	82.55399455%	[81.4508%, 83.6048%]
4770	82.55765199%	[81.4547%, 83.6082%]
4771	82.56130790%	[81.4585%, 83.6117%]
4772	82.56496228%	[81.4624%, 83.6151%]
4773	82.56861513%	[81.4663%, 83.6186%]
4774	82.57226644%	[81.4701%, 83.6220%]
4775	82.57591623%	[81.4740%, 83.6255%]
4776	82.57956449%	[81.4778%, 83.6289%]
4777	82.58321122%	[81.4817%, 83.6324%]
4778	82.58685643%	[81.4855%, 83.6358%]
4779	82.59050010%	[81.4894%, 83.6393%]
4780	82.59414226%	[81.4932%, 83.6427%]
4781	82.59778289%	[81.4971%, 83.6462%]
4782	82.58051025%	[81.4795%, 83.6292%]
4783	82.58415221%	[81.4833%, 83.6327%]
4784	82.58779264%	[81.4872%, 83.6361%]
4785	82.59143156%	[81.4910%, 83.6396%]
4786	82.59506895%	[81.4949%, 83.6430%]
4787	82.59870483%	[81.4987%, 83.6464%]
4788	82.60233918%	[81.5025%, 83.6499%]
4789	82.60597202%	[81.5064%, 83.6533%]
4790	82.60960334%	[81.5102%, 83.6567%]
4791	82.61323315%	[81.5140%, 83.6602%]
4792	82.61686144%	[81.5179%, 83.6636%]
4793	82.62048821%	[81.5217%, 83.6670%]
4794	82.62411348%	[81.5255%, 83.6705%]
4795	82.62773723%	[81.5294%, 83.6739%]
4796	82.61050876%	[81.5118%, 83.6570%]
4797	82.61413383%	[81.5157%, 83.6604%]
4798	82.61775740%	[81.5195%, 83.6638%]
4799	82.62137945%	[81.5233%, 83.6673%]
4800	82.62500000%	[81.5271%, 83.6707%]
4801	82.62861904%	[81.5310%, 83.6741%]
4802	82.63223657%	[81.5348%, 83.6775%]
4803	82.63585259%	[81.5386%, 83.6809%]
4804	82.63946711%	[81.5424%, 83.6844%]
4805	82.64308012%	[81.5462%, 83.6878%]
4806	82.64669164%	[81.5500%, 83.6912%]
4807	82.65030164%	[81.5539%, 83.6946%]
4808	82.65391015%	[81.5577%, 83.6980%]
4809	82.65751716%	[81.5615%, 83.7014%]
4810	82.66112266%	[81.5653%, 83.7048%]
4811	82.64394097%	[81.5478%, 83.6880%]
4812	82.64754780%	[81.5516%, 83.6914%]
